Index,ARREST_KEY,ARREST_DATE,PD_CD,PD_DESC,KY_CD,OFNS_DESC,LAW_CODE,LAW_CAT_CD,ARREST_BORO,ARREST_PRECINCT,JURISDICTION_CODE,AGE_GROUP,PERP_SEX,PERP_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Location
65,298969977,01/06/2025,792,CRIMINAL POSSESSION WEAPON,118.0,DANGEROUS WEAPONS,PL 265033S,F,M,5,73.0,<18,M,BLACK,983907.0,199958.0,40.715526,-74.001238,POINT (-74.001238 40.715526)
66,299964674,01/24/2025,793,WEAPONS POSSESSION 3,118.0,DANGEROUS WEAPONS,PL 2650201,F,B,47,1.0,25-44,M,BLACK,1023513.0,257988.0,40.874704464032334,-73.85802776597806,POINT (-73.85802776597806 40.874704464032334)
67,300187708,01/28/2025,478,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,K,60,1.0,25-44,M,BLACK,989468.0,148972.0,40.57556814653694,-73.98121659125884,POINT (-73.98121659125884 40.57556814653694)
68,299047263,01/07/2025,779,"PUBLIC ADMINISTRATION,UNCLASSI",126.0,MISCELLANEOUS PENAL LAW,PL 215510B,F,B,43,2.0,25-44,F,WHITE HISPANIC,1026737.0,237778.0,40.81923,-73.846499,POINT (-73.846499 40.81923)
69,299277626,01/11/2025,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",113.0,FORGERY,PL 1702500,F,M,1,3.0,25-44,M,WHITE HISPANIC,982664.0,202230.0,40.72175116978382,-74.00572169967572,POINT (-74.00572169967572 40.72175116978382)
70,300179410,01/28/2025,109,"ASSAULT 2,1,UNCLASSIFIED",106.0,FELONY ASSAULT,PL 1200700,F,M,5,97.0,18-24,M,BLACK,983903.0,200257.0,40.716345,-74.001252,POINT (-74.001252 40.716345)
71,299201468,01/10/2025,793,WEAPONS POSSESSION 3,118.0,DANGEROUS WEAPONS,PL 2650201,F,Q,110,1.0,45-64,M,BLACK,1014333.0,211391.0,40.74684483147316,-73.89143078866834,POINT (-73.89143078866834 40.74684483147316)
72,299332816,01/13/2025,508,"DRUG PARAPHERNALIA,   POSSESSE",235.0,DANGEROUS DRUGS,PL 2205001,M,M,9,1.0,25-44,M,WHITE,986234.0,205264.0,40.73007868194049,-73.99284156949935,POINT (-73.99284156949935 40.73007868194049)
73,299374406,01/13/2025,639,AGGRAVATED HARASSMENT 2,361.0,OFF. AGNST PUB ORD SENSBLTY &,PL 240301A,M,K,73,2.0,25-44,F,BLACK,1010272.0,183760.0,40.671026,-73.906193,POINT (-73.906193 40.671026)
74,299910421,01/23/2025,273,"TAMPERING 1,CRIMINAL",121.0,CRIMINAL MISCHIEF & RELATED OF,PL 1452000,F,K,84,1.0,45-64,M,WHITE HISPANIC,987295.0,190704.0,40.690123,-73.98902,POINT (-73.98902 40.690123)
75,299528782,01/16/2025,478,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,B,48,1.0,18-24,M,BLACK,1019444.0,245654.0,40.84086852850009,-73.87280571970754,POINT (-73.87280571970754 40.84086852850009)
76,299464112,01/15/2025,916,LEAVING SCENE-ACCIDENT-PERSONA,348.0,VEHICLE AND TRAFFIC LAWS,VTL06000AA,M,Q,113,3.0,18-24,M,ASIAN / PACIFIC ISLANDER,1042801.0,181715.0,40.665248785062495,-73.78894843635605,POINT (-73.78894843635605 40.665248785062495)
77,299906960,01/23/2025,115,RECKLESS ENDANGERMENT 2,355.0,OFFENSES AGAINST THE PERSON,PL 1202000,M,M,18,1.0,45-64,M,BLACK,989210.0,219405.0,40.768890992016146,-73.98209349413949,POINT (-73.98209349413949 40.768890992016146)
78,298935780,01/05/2025,759,"PUBLIC ADMINISTATION,UNCLASS M",359.0,OFFENSES AGAINST PUBLIC ADMINI,PL 2052001,M,B,41,72.0,18-24,M,BLACK,1017940.0,232184.0,40.803914,-73.878308,POINT (-73.878308 40.803914)
79,299834463,01/22/2025,750,RESISTING ARREST,359.0,OFFENSES AGAINST PUBLIC ADMINI,PL 2053000,M,Q,102,73.0,25-44,M,WHITE,1032501.0,198800.0,40.712215,-73.825953,POINT (-73.825953 40.712215)
80,299667500,01/18/2025,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105.0,ROBBERY,PL 1600500,F,M,7,1.0,45-64,M,BLACK,988848.0,200323.0,40.716525,-73.983413,POINT (-73.983413 40.716525)
81,299879067,01/22/2025,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109.0,GRAND LARCENY,PL 1553001,F,M,14,17.0,25-44,M,BLACK,986780.0,212760.0,40.750664,-73.990868,POINT (-73.990868 40.750664)
82,299272749,01/11/2025,490,"STOLEN PROPERTY 3,POSSESSION",232.0,POSSESSION OF STOLEN PROPERTY,PL 1654000,M,B,47,2.0,25-44,F,WHITE HISPANIC,1027055.0,260514.0,40.88163,-73.845202,POINT (-73.845202 40.88163)
83,299030205,01/07/2025,478,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,B,44,1.0,25-44,M,WHITE HISPANIC,1004749.0,240880.0,40.82781161940969,-73.92592932593037,POINT (-73.92592932593037 40.82781161940969)
84,300074029,01/26/2025,579,"CANNABIS POSSESSION, 2&1",250.0,CANNABIS RELATED OFFENSES,PL 2224001,F,Q,113,3.0,25-44,M,WHITE HISPANIC,1042801.0,181715.0,40.665248785062495,-73.78894843635605,POINT (-73.78894843635605 40.665248785062495)
85,299005718,01/07/2025,904,"INTOXICATED DRIVING,ALCOHOL",119.0,INTOXICATED/IMPAIRED DRIVING,VTL11920E3,F,Q,108,17.0,25-44,M,WHITE HISPANIC,997431.0,209035.0,40.74041954696351,-73.95243451542069,POINT (-73.95243451542069 40.74041954696351)
86,299731602,01/20/2025,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",351.0,CRIMINAL MISCHIEF & RELATED OF,PL 1450003,M,B,43,97.0,45-64,M,BLACK,1024385.0,244440.0,40.837525,-73.854954,POINT (-73.854954 40.837525)
87,299307564,01/12/2025,661,"LEWDNESS,PUBLIC",361.0,OFF. AGNST PUB ORD SENSBLTY &,PL 24500BI,M,K,84,1.0,25-44,M,BLACK HISPANIC,990141.0,188391.0,40.68376454457041,-73.97875956361523,POINT (-73.97875956361523 40.68376454457041)
88,299239530,01/10/2025,511,"CONTROLLED SUBSTANCE, POSSESSI",235.0,DANGEROUS DRUGS,PL 2200300,M,B,40,2.0,45-64,M,WHITE HISPANIC,1005273.0,233479.0,40.807506,-73.92406,POINT (-73.92406 40.807506)
89,299371107,01/13/2025,478,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,Q,103,17.0,25-44,M,WHITE,1037664.0,194289.0,40.699803,-73.807366,POINT (-73.807366 40.699803)
90,299083904,01/08/2025,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",351.0,CRIMINAL MISCHIEF & RELATED OF,PL 1450001,M,K,78,17.0,25-44,F,WHITE,990501.0,188890.0,40.685144,-73.977462,POINT (-73.977462 40.685144)
91,299876197,01/22/2025,764,BAIL JUMPING 1 & 2,126.0,MISCELLANEOUS PENAL LAW,PL 2155700,F,K,77,1.0,25-44,M,WHITE HISPANIC,1002590.0,183000.0,40.66895043005713,-73.933888454272,POINT (-73.933888454272 40.66895043005713)
92,299436316,01/14/2025,101,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,40,2.0,<18,M,BLACK,1006566.0,239026.0,40.822729,-73.919369,POINT (-73.919369 40.822729)
93,298986786,01/06/2025,847,"NY STATE LAWS,UNCLASSIFIED FEL",125.0,OTHER STATE LAWS,VTL05110FE,F,Q,103,2.0,25-44,M,BLACK,1042252.0,196877.0,40.70686849935323,-73.7907968181087,POINT (-73.7907968181087 40.70686849935323)
94,299396273,01/14/2025,113,"MENACING,UNCLASSIFIED",344.0,ASSAULT 3 & RELATED OFFENSES,PL 1201401,M,B,47,2.0,25-44,F,WHITE HISPANIC,1026866.0,261280.0,40.883733,-73.845883,POINT (-73.845883 40.883733)
95,298710729,01/01/2025,101,ASSAULT 3,344.0,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,20,1.0,25-44,M,WHITE HISPANIC,989173.0,221221.0,40.77387545873851,-73.98222574060378,POINT (-73.98222574060378 40.773875458738516)
96,299506612,01/15/2025,339,"LARCENY,PETIT FROM OPEN AREAS,",341.0,PETIT LARCENY,PL 1552500,M,M,14,3.0,25-44,M,BLACK,986881.0,214802.0,40.756267,-73.990503,POINT (-73.990503 40.756267)
97,299442198,01/14/2025,760,"BRIBERY,PUBLIC ADMINISTRATION",126.0,MISCELLANEOUS PENAL LAW,PL 2154002,F,K,69,2.0,25-44,M,BLACK,1013245.0,175478.0,40.648286,-73.895513,POINT (-73.895513 40.648286)
98,299442948,01/14/2025,507,"CONTROLLED SUBSTANCE, POSSESSI",117.0,DANGEROUS DRUGS,PL 2200602,F,M,25,2.0,25-44,M,BLACK,1001768.0,234797.0,40.811131,-73.936716,POINT (-73.936716 40.811131)
99,298986772,01/06/2025,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348.0,VEHICLE AND TRAFFIC LAWS,VTL05110E2,F,K,88,2.0,25-44,M,WHITE HISPANIC,992305.0,190150.0,40.688599,-73.970955,POINT (-73.970955 40.688599)
100,299270629,01/11/2025,782,"WEAPONS, POSSESSION, ETC",236.0,DANGEROUS WEAPONS,PL 2650101,M,Q,115,3.0,45-64,M,WHITE HISPANIC,1018470.0,220785.0,40.7726138877055,-73.8764526037881,POINT (-73.8764526037881 40.7726138877055)
101,299366773,01/13/2025,511,"CONTROLLED SUBSTANCE, POSSESSI",235.0,DANGEROUS DRUGS,PL 2200300,M,M,25,2.0,25-44,M,BLACK,1002329.0,231920.0,40.803234,-73.934698,POINT (-73.934698 40.803234)
102,298950321,01/06/2025,904,"INTOXICATED DRIVING,ALCOHOL",119.0,INTOXICATED/IMPAIRED DRIVING,VTL119202C,F,Q,113,3.0,25-44,M,BLACK,1042801.0,181715.0,40.665248785062495,-73.78894843635605,POINT (-73.78894843635605 40.665248785062495)
103,298932366,01/05/2025,478,"THEFT OF SERVICES, UNCLASSIFIE",343.0,OTHER OFFENSES RELATED TO THEFT,PL 1651502,M,M,14,17.0,65+,F,WHITE,990513.0,213251.0,40.752009,-73.977394,POINT (-73.977394 40.752009)
104,299873365,01/22/2025,511,"CONTROLLED SUBSTANCE, POSSESSI",235.0,DANGEROUS DRUGS,PL 2200300,M,K,88,2.0,45-64,M,BLACK,991139.0,192034.0,40.693774,-73.975158,POINT (-73.975158 40.693774)
105,300242421,01/29/2025,511,"CONTROLLED SUBSTANCE, POSSESSI",235.0,DANGEROUS DRUGS,PL 2200300,M,K,90,2.0,25-44,M,BLACK,999889.0,195910.0,40.704399,-73.943594,POINT (-73.943594 40.704399)
